id,dwelown,polviews,SCIENTOD,hotcore,SCIENTBR,SYNMEM,divorce,MAOCC10,satfam7,whoelse1,engnrsci,CONVICTD,MEDTREAT,libcom,VISZOO,weekswrk,attend,satjob7,nathealy,phone,wordf,libhomo,jobsecok,peoptrbl,age,helpnot,SCIENTDN,natfarey,spkath,hivtest,PAIDLV,reliten,SCIENTGO,ENGLONE,posslq,region,histsci,kidsuffr,ELDCOST,ELDERSUP,accptoth,EVNEGJOB,coldeg1,obey,spkcom,natsci,natrace,intethn,natcity,wksubs,relate1,VISART,RUMORWK,SPOCC10,sprel,zodiac,cooking1,wlthblks,family16,madeg,intlblks,evstray,relhhd7,VOTE08,SCIENTAL,kidjoy,racopen,CSHUTYP08,poleff13,POLEFY15,intrace2,spanint,SPLIVE,POLEFY16,WEBMOB,finalter,natdrug,selffrst,nateducy,spevwork,astrosci,spother,homosex,libath,racecen1,emailmin,ENGRESP,wrkwayup,seeksci,ENGDO,spanself,gender2,rincome,fechld,MAIND10,VISLIB,relhh1,whoelse2,volchrty
418,1,5,NaN,NaN,NaN,NaN,2,4760,2,2,NaN,2,NaN,NaN,NaN,52,NaN,3,NaN,3,1,NaN,1,NaN,54,3,NaN,NaN,NaN,2,1,1,NaN,NaN,1,9,NaN,2,NaN,1,NaN,NaN,NaN,4,NaN,2,2,1,2,NaN,1,NaN,4,1540,1,7,2,4,1,1,4,2,NaN,2,NaN,2,NaN,1,NaN,NaN,NaN,NaN,35,NaN,NaN,1,2,NaN,NaN,NaN,NaN,58,NaN,NaN,1,0,NaN,1,NaN,NaN,NaN,2,9,3,5380,NaN,1,2,NaN
419,1,3,NaN,NaN,NaN,NaN,NaN,230,3,2,NaN,2,NaN,2,NaN,52,3,5,NaN,3,1,2,2,1,19,NaN,NaN,NaN,1,2,1,4,NaN,NaN,4,7,NaN,5,2,2,3,NaN,NaN,NaN,1,1,2,1,1,3,1,NaN,3,NaN,NaN,7,NaN,5,1,3,4,3,NaN,3,NaN,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,NaN,NaN,NaN,4,2,2,NaN,NaN,1,NaN,NaN,NaN,2,5,2,8470,NaN,1,1,4
420,2,5,NaN,NaN,NaN,NaN,2,5860,2,2,NaN,2,NaN,NaN,NaN,52,3,2,1,3,0,2,2,3,38,NaN,NaN,1,1,1,NaN,1,NaN,NaN,NaN,7,NaN,5,1,1,3,NaN,NaN,NaN,1,2,NaN,1,NaN,3,1,NaN,3,430,1,6,5,4,5,1,4,2,NaN,2,NaN,1,2,1,NaN,2,NaN,NaN,6,3,NaN,3,NaN,1,1,NaN,NaN,NaN,1,2,2,0,NaN,1,NaN,NaN,NaN,1,12,1,6990,NaN,1,2,6
421,NaN,6,NaN,1,NaN,NaN,2,5860,NaN,2,1,1,NaN,2,0,51,3,NaN,3,4,NaN,2,1,4,31,4,NaN,2,1,NaN,NaN,NaN,NaN,3,NaN,7,2,NaN,NaN,NaN,2,NaN,NaN,3,1,3,NaN,2,NaN,3,1,0,4,2310,2,8,NaN,NaN,1,1,NaN,NaN,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,3,NaN,1,NaN,2,1,NaN,3,NaN,NaN,2,1,NaN,2,NaN,3,3,NaN,2,12,NaN,NaN,0,1,2,6
422,1,5,NaN,NaN,NaN,NaN,NaN,3255,3,2,NaN,2,NaN,NaN,NaN,22,4,NaN,NaN,6,1,NaN,NaN,NaN,51,4,NaN,NaN,NaN,1,1,3,NaN,NaN,3,7,NaN,4,1,2,NaN,NaN,NaN,4,NaN,1,2,1,1,NaN,1,NaN,NaN,NaN,NaN,6,NaN,3,1,2,5,3,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,5,NaN,NaN,NaN,NaN,12,2,8190,NaN,1,2,NaN
423,2,3,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,1,NaN,2,NaN,52,NaN,3,NaN,6,1,2,2,1,23,NaN,NaN,NaN,1,2,1,2,NaN,NaN,4,7,NaN,4,1,4,1,NaN,NaN,NaN,1,1,1,3,1,4,1,NaN,4,NaN,NaN,11,NaN,4,4,7,4,3,NaN,2,NaN,4,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,3,2,1,NaN,NaN,NaN,NaN,1,2,1,0,NaN,2,NaN,NaN,NaN,2,10,3,NaN,NaN,1,2,4
424,NaN,2,NaN,1,NaN,NaN,NaN,3500,NaN,2,NaN,2,2,2,0,52,NaN,NaN,NaN,3,NaN,2,3,2,48,3,NaN,NaN,1,2,NaN,4,NaN,3,4,7,NaN,NaN,NaN,NaN,3,2,2,5,1,1,2,1,2,3,1,3,4,NaN,NaN,8,NaN,NaN,1,1,NaN,3,NaN,1,NaN,NaN,1,1,4,NaN,NaN,NaN,NaN,NaN,NaN,3,3,5,NaN,NaN,3,NaN,4,2,1,NaN,1,NaN,3,1,NaN,2,12,NaN,8190,0,1,2,5
425,1,1,NaN,NaN,NaN,NaN,NaN,5020,2,2,NaN,NaN,NaN,NaN,NaN,52,2,3,NaN,3,1,NaN,2,NaN,45,3,NaN,NaN,NaN,1,1,2,NaN,NaN,4,7,NaN,5,2,2,NaN,NaN,NaN,4,NaN,2,1,1,3,3,1,NaN,4,NaN,NaN,1,NaN,3,1,1,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,NaN,10,2,6680,NaN,1,2,NaN
426,1,4,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,2,NaN,2,NaN,0,NaN,NaN,NaN,6,1,2,NaN,3,20,NaN,NaN,NaN,1,2,1,4,NaN,NaN,4,7,NaN,2,2,NaN,6,NaN,NaN,NaN,1,3,3,3,2,NaN,1,NaN,NaN,NaN,NaN,1,NaN,6,1,1,4,3,NaN,3,NaN,2,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,3,1,2,NaN,NaN,NaN,NaN,4,2,1,0,NaN,1,NaN,NaN,NaN,2,NaN,3,NaN,NaN,1,2,6
427,1,5,NaN,NaN,NaN,NaN,2,NaN,3,2,NaN,2,NaN,NaN,NaN,0,3,NaN,NaN,3,1,NaN,NaN,NaN,70,1,NaN,NaN,NaN,1,1,1,NaN,NaN,1,7,NaN,4,1,3,NaN,NaN,NaN,5,NaN,2,2,1,1,NaN,1,NaN,NaN,350,2,5,1,5,1,1,4,2,NaN,3,NaN,3,NaN,1,NaN,NaN,NaN,NaN,31,NaN,NaN,3,1,NaN,NaN,1,NaN,NaN,NaN,NaN,1,45,NaN,1,NaN,NaN,NaN,1,NaN,3,NaN,NaN,1,2,NaN
428,1,4,NaN,NaN,NaN,NaN,2,NaN,2,2,NaN,2,NaN,2,NaN,52,5,3,NaN,3,NaN,1,2,2,58,NaN,NaN,NaN,1,1,1,1,NaN,NaN,1,7,NaN,4,NaN,2,3,NaN,NaN,NaN,1,1,1,2,2,3,1,NaN,2,1050,1,5,5,4,1,1,4,1,NaN,NaN,NaN,1,1,1,3,NaN,NaN,NaN,36,NaN,NaN,2,3,3,NaN,NaN,NaN,NaN,1,2,1,0,NaN,3,NaN,NaN,NaN,2,9,2,NaN,NaN,1,2,6
429,NaN,7,NaN,1,NaN,NaN,NaN,NaN,NaN,2,1,2,NaN,2,1,52,4,NaN,NaN,2,NaN,2,1,3,63,5,NaN,NaN,1,1,NaN,2,NaN,2,4,7,1,NaN,NaN,NaN,4,2,2,3,1,3,3,1,3,NaN,1,10,4,NaN,NaN,6,NaN,NaN,1,1,NaN,1,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,3,NaN,NaN,3,NaN,3,2,1,NaN,2,NaN,4,1,NaN,NaN,NaN,NaN,NaN,0,1,2,6
430,NaN,5,3,1,3,2,1,1820,NaN,2,2,2,NaN,2,4,0,2,NaN,2,3,NaN,2,NaN,2,44,5,3,2,1,1,NaN,2,2,NaN,NaN,7,3,NaN,NaN,NaN,3,NaN,NaN,5,1,1,NaN,1,NaN,3,1,3,NaN,NaN,1,2,NaN,NaN,5,4,NaN,2,NaN,1,3,NaN,2,1,NaN,4,NaN,NaN,NaN,3,NaN,2,NaN,4,1,NaN,2,NaN,3,2,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,8090,6,1,2,3
431,1,6,NaN,NaN,NaN,NaN,2,4760,2,2,NaN,2,1,NaN,0,0,7,NaN,2,3,1,NaN,NaN,NaN,87,5,NaN,1,NaN,2,1,1,NaN,3,NaN,7,NaN,1,1,1,NaN,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,1,2,NaN,NaN,NaN,7,NaN,NaN,1,NaN,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,2,1,5,3,NaN,NaN,NaN,3,1190,0,1,2,NaN
432,1,3,NaN,NaN,NaN,NaN,1,3600,2,2,NaN,2,NaN,NaN,NaN,52,2,3,NaN,6,1,NaN,2,NaN,50,3,NaN,NaN,NaN,2,1,2,NaN,NaN,1,7,NaN,5,NaN,4,NaN,NaN,NaN,4,NaN,NaN,2,1,NaN,3,1,NaN,3,2100,2,3,2,5,1,1,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,11,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,1,NaN,1,8190,NaN,1,2,NaN
433,2,3,1,1,3,NaN,NaN,8300,1,2,3,NaN,NaN,NaN,1,0,NaN,NaN,1,3,0,NaN,NaN,NaN,52,1,2,1,NaN,1,1,1,1,NaN,NaN,7,1,3,NaN,4,NaN,NaN,NaN,4,NaN,1,NaN,1,NaN,NaN,1,4,NaN,NaN,NaN,12,NaN,5,5,NaN,4,2,NaN,1,2,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,1,NaN,2,NaN,NaN,NaN,2,NaN,NaN,1,5,NaN,NaN,NaN,NaN,2,9070,NaN,1,2,NaN
434,1,6,NaN,NaN,NaN,NaN,2,430,2,2,NaN,2,NaN,2,NaN,52,5,1,3,6,1,2,1,1,32,NaN,NaN,2,1,2,2,3,NaN,NaN,NaN,7,NaN,4,1,3,2,NaN,NaN,NaN,1,2,NaN,1,NaN,NaN,1,NaN,3,NaN,2,12,3,4,1,1,4,2,NaN,1,NaN,1,1,1,NaN,5,NaN,NaN,12,3,NaN,1,NaN,1,3,NaN,NaN,NaN,4,2,1,NaN,NaN,1,NaN,NaN,NaN,2,12,2,770,NaN,1,2,5
435,1,3,3,1,3,1,2,2330,2,2,NaN,2,1,NaN,2,52,4,2,1,3,1,NaN,3,NaN,43,3,3,2,NaN,1,2,1,2,NaN,NaN,7,NaN,4,NaN,2,NaN,NaN,4,4,NaN,1,NaN,1,NaN,4,1,1,4,940,3,9,5,6,1,4,4,2,NaN,1,3,3,NaN,1,NaN,NaN,NaN,NaN,12,NaN,NaN,3,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,NaN,NaN,3,3,NaN,NaN,2,12,2,7860,0,1,2,NaN
436,1,4,NaN,NaN,NaN,NaN,2,4700,1,2,NaN,2,NaN,2,NaN,52,3,2,NaN,3,1,2,1,3,51,NaN,NaN,NaN,2,2,1,2,NaN,NaN,1,7,NaN,5,1,1,5,NaN,NaN,NaN,1,2,2,1,1,3,1,NaN,4,10,2,5,4,4,1,1,4,2,NaN,1,NaN,2,2,1,1,NaN,NaN,NaN,28,NaN,NaN,1,1,3,NaN,1,NaN,NaN,4,2,1,NaN,NaN,1,NaN,NaN,NaN,2,12,1,5380,NaN,1,2,4
437,NaN,6,2,1,3,NaN,NaN,8200,NaN,2,NaN,2,1,2,0,52,NaN,NaN,NaN,3,NaN,1,2,3,58,4,3,NaN,1,2,NaN,4,2,NaN,4,7,NaN,NaN,NaN,NaN,4,NaN,3,4,2,2,3,1,2,3,1,0,4,NaN,NaN,10,NaN,NaN,1,1,NaN,2,NaN,1,2,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,3,NaN,1,2,1,NaN,NaN,NaN,3,NaN,NaN,NaN,12,NaN,3070,0,1,2,6
438,1,5,NaN,NaN,NaN,NaN,1,NaN,2,2,NaN,NaN,NaN,1,NaN,0,NaN,NaN,NaN,3,1,1,NaN,2,75,NaN,NaN,NaN,1,NaN,1,1,NaN,NaN,1,7,NaN,4,NaN,2,4,NaN,NaN,NaN,1,2,2,1,3,NaN,1,NaN,NaN,4700,1,5,1,5,0,7,5,NaN,NaN,1,NaN,2,2,1,NaN,NaN,NaN,NaN,33,NaN,2,3,1,4,NaN,1,NaN,NaN,1,1,1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,2,NaN,NaN,1,2,4
439,NaN,7,NaN,1,NaN,NaN,2,NaN,NaN,2,1,NaN,NaN,1,0,0,7,NaN,3,3,NaN,1,NaN,2,71,5,NaN,3,1,NaN,NaN,1,NaN,3,NaN,7,3,NaN,NaN,NaN,5,NaN,2,3,1,2,NaN,3,NaN,NaN,1,0,NaN,1320,1,9,NaN,NaN,1,4,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,4,NaN,NaN,NaN,2,NaN,3,NaN,3,3,1,3,NaN,1,2,1,NaN,2,NaN,1,2,NaN,2,NaN,NaN,NaN,5,1,2,4
440,NaN,5,NaN,1,NaN,NaN,1,5120,NaN,2,NaN,2,1,2,1,0,3,NaN,NaN,3,NaN,2,NaN,2,72,3,NaN,NaN,1,2,NaN,2,NaN,4,4,7,NaN,NaN,NaN,NaN,3,NaN,NaN,3,1,1,1,1,2,NaN,1,0,NaN,NaN,NaN,7,NaN,NaN,3,1,NaN,2,NaN,1,NaN,NaN,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,3,NaN,NaN,3,NaN,4,2,1,NaN,2,NaN,3,3,NaN,NaN,NaN,NaN,490,1,1,2,6
441,2,6,NaN,NaN,NaN,NaN,NaN,8320,2,2,NaN,2,NaN,2,NaN,20,7,NaN,3,6,1,2,NaN,4,64,NaN,NaN,1,1,1,1,1,NaN,NaN,NaN,7,NaN,5,1,2,1,NaN,NaN,NaN,1,3,NaN,3,NaN,NaN,1,NaN,NaN,NaN,NaN,7,NaN,4,5,1,4,2,NaN,2,NaN,1,2,1,NaN,3,NaN,NaN,NaN,1,1,2,NaN,1,1,NaN,NaN,NaN,NaN,2,1,NaN,NaN,3,NaN,NaN,NaN,2,11,2,1680,NaN,1,2,1
442,2,2,NaN,2,NaN,NaN,NaN,3646,3,1,2,1,NaN,NaN,2,0,2,NaN,1,6,1,NaN,NaN,NaN,35,4,NaN,1,NaN,1,1,2,NaN,3,NaN,7,1,4,2,2,NaN,NaN,NaN,3,NaN,1,NaN,3,NaN,NaN,1,0,NaN,NaN,NaN,10,NaN,4,2,1,5,3,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,NaN,2,3,3,3,NaN,2,NaN,3,7590,15,1,2,NaN
443,1,4,NaN,NaN,NaN,NaN,2,5160,3,1,NaN,1,NaN,NaN,NaN,52,5,5,NaN,3,1,NaN,1,NaN,34,2,NaN,NaN,NaN,1,1,1,NaN,NaN,1,7,NaN,5,2,2,NaN,NaN,NaN,1,NaN,3,2,3,2,4,1,NaN,3,2550,11,12,2,5,1,1,5,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,12,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0,NaN,5,NaN,NaN,NaN,2,12,4,6870,NaN,1,1,NaN
444,NaN,5,NaN,1,NaN,NaN,1,4230,NaN,2,NaN,2,1,1,0,52,NaN,NaN,1,3,NaN,1,1,2,71,1,NaN,2,1,NaN,NaN,4,NaN,3,NaN,7,NaN,NaN,NaN,NaN,3,NaN,NaN,1,2,1,NaN,1,NaN,3,1,0,4,NaN,1,7,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,2,1,NaN,1,NaN,NaN,NaN,1,NaN,3,NaN,2,1,NaN,3,NaN,1,2,2,NaN,2,NaN,3,2,NaN,2,12,NaN,9290,0,1,2,6
445,NaN,2,NaN,1,NaN,NaN,NaN,5020,NaN,2,2,2,NaN,1,4,52,NaN,NaN,NaN,6,NaN,2,1,1,41,3,NaN,NaN,1,1,NaN,2,NaN,3,4,7,1,NaN,NaN,NaN,2,NaN,2,3,2,2,3,3,2,NaN,1,1,2,NaN,NaN,8,NaN,NaN,1,NaN,NaN,1,NaN,2,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,NaN,1,NaN,4,1,1,NaN,2,NaN,9,1,NaN,NaN,NaN,NaN,6680,0,1,2,3
446,1,7,NaN,NaN,NaN,NaN,2,5400,2,2,NaN,1,NaN,NaN,NaN,52,2,3,NaN,6,1,NaN,2,NaN,34,5,NaN,NaN,NaN,1,1,2,NaN,NaN,1,7,NaN,5,1,1,NaN,NaN,NaN,3,NaN,1,3,1,3,3,1,NaN,3,1420,1,7,2,6,3,1,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,9,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,2,12,1,1990,NaN,1,2,NaN
447,1,5,NaN,NaN,NaN,NaN,NaN,8740,2,2,NaN,2,NaN,1,NaN,52,4,2,1,3,1,1,2,1,50,NaN,NaN,1,1,2,1,1,NaN,NaN,NaN,7,NaN,4,2,2,2,NaN,NaN,NaN,2,2,NaN,1,NaN,3,1,NaN,4,NaN,NaN,11,NaN,2,1,2,7,2,NaN,1,NaN,1,2,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,1,1,NaN,NaN,NaN,1,1,2,0,NaN,1,NaN,NaN,NaN,1,9,1,3370,NaN,1,2,4
448,NaN,3,2,1,3,NaN,NaN,4720,NaN,1,NaN,2,1,2,2,52,NaN,NaN,1,6,NaN,2,1,4,23,2,2,2,1,2,NaN,4,1,NaN,NaN,7,NaN,NaN,NaN,NaN,4,NaN,NaN,3,1,2,NaN,1,NaN,3,1,0,2,NaN,NaN,10,NaN,NaN,5,NaN,NaN,3,NaN,2,4,NaN,2,1,NaN,3,NaN,NaN,NaN,3,NaN,1,NaN,3,1,NaN,3,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,10,NaN,5090,0,1,1,6
449,1,4,NaN,NaN,NaN,NaN,NaN,8320,2,2,NaN,1,NaN,2,NaN,0,2,NaN,NaN,6,1,2,NaN,2,53,NaN,NaN,NaN,1,2,1,2,NaN,NaN,4,7,NaN,2,2,2,3,NaN,NaN,NaN,1,1,2,1,1,NaN,1,NaN,NaN,NaN,NaN,9,NaN,5,1,1,4,2,NaN,2,NaN,2,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,4,2,1,0,NaN,1,NaN,NaN,NaN,NaN,NaN,3,1680,NaN,1,2,4
450,1,5,NaN,1,NaN,NaN,2,6050,1,2,1,NaN,NaN,NaN,0,4,6,NaN,1,3,0,NaN,NaN,NaN,64,1,NaN,2,NaN,NaN,1,2,NaN,3,NaN,7,1,5,2,2,NaN,NaN,NaN,1,NaN,2,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,9,NaN,4,5,1,4,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,1,NaN,2,NaN,NaN,NaN,2,NaN,1,5,5,2,NaN,NaN,5,1,170,0,1,2,NaN
451,1,2,NaN,NaN,NaN,1,2,NaN,2,1,NaN,2,NaN,NaN,NaN,52,NaN,3,NaN,3,1,NaN,2,NaN,41,2,NaN,NaN,NaN,2,1,2,NaN,NaN,1,5,NaN,4,1,2,NaN,NaN,NaN,5,NaN,2,1,2,2,3,1,NaN,2,2100,2,12,2,5,1,3,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,13,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,3,NaN,NaN,NaN,2,NaN,2,NaN,NaN,1,1,NaN
452,NaN,4,NaN,1,NaN,NaN,NaN,1550,NaN,2,NaN,2,1,2,0,52,1,NaN,1,6,NaN,2,2,2,46,3,NaN,1,1,2,NaN,4,NaN,2,NaN,5,NaN,NaN,NaN,NaN,6,NaN,NaN,5,1,2,NaN,2,NaN,3,1,0,4,NaN,NaN,9,NaN,NaN,5,2,NaN,3,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,3,NaN,1,NaN,3,1,NaN,1,NaN,4,2,2,NaN,2,NaN,2,4,NaN,NaN,10,NaN,3990,20,1,2,6
453,2,2,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,1,NaN,2,NaN,48,NaN,3,NaN,6,1,2,1,1,54,NaN,NaN,NaN,1,2,1,4,NaN,NaN,2,5,NaN,4,1,2,2,NaN,NaN,NaN,1,2,2,2,1,NaN,1,NaN,4,NaN,NaN,7,4,4,1,1,4,3,NaN,1,NaN,2,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,NaN,NaN,NaN,4,2,1,0,NaN,4,NaN,NaN,NaN,2,10,2,NaN,NaN,1,2,5
454,2,1,3,1,3,NaN,1,5940,2,2,NaN,2,2,NaN,1,52,7,1,1,3,1,NaN,1,NaN,67,1,3,1,NaN,1,NaN,1,1,NaN,NaN,5,NaN,2,1,2,NaN,NaN,3,3,NaN,1,NaN,2,NaN,4,1,1,4,420,1,4,3,5,5,3,5,2,NaN,1,3,2,NaN,1,NaN,NaN,NaN,NaN,5,NaN,NaN,1,NaN,NaN,1,NaN,2,40,NaN,NaN,1,NaN,NaN,5,3,NaN,NaN,2,12,3,6480,2,1,2,NaN
455,NaN,1,NaN,1,NaN,NaN,NaN,2630,NaN,2,1,1,NaN,2,0,52,1,NaN,NaN,3,NaN,2,1,2,53,1,NaN,NaN,1,1,NaN,1,NaN,3,4,5,1,NaN,NaN,NaN,3,NaN,2,5,1,1,1,2,1,4,1,10,1,NaN,NaN,2,NaN,NaN,5,3,NaN,1,NaN,1,NaN,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,2,1,5,NaN,NaN,1,NaN,4,2,1,NaN,1,NaN,4,3,NaN,NaN,12,NaN,5170,7,1,2,4
456,1,3,NaN,NaN,NaN,NaN,1,NaN,3,2,NaN,2,NaN,1,NaN,40,NaN,NaN,1,3,1,2,NaN,1,59,NaN,NaN,1,1,2,1,4,NaN,NaN,NaN,5,NaN,4,2,2,4,NaN,NaN,NaN,2,2,NaN,1,NaN,NaN,1,NaN,NaN,3930,4,NaN,3,6,1,1,6,2,NaN,1,NaN,1,2,1,NaN,4,NaN,NaN,8,3,NaN,2,NaN,4,2,NaN,NaN,NaN,3,2,1,0,NaN,1,NaN,NaN,NaN,1,12,3,NaN,NaN,1,2,6
457,NaN,4,4,1,3,NaN,2,4900,NaN,2,NaN,2,NaN,2,0,52,NaN,NaN,2,2,NaN,2,2,3,65,4,2,1,1,NaN,NaN,2,1,NaN,NaN,5,4,NaN,NaN,NaN,6,NaN,NaN,5,1,1,NaN,1,NaN,4,1,0,4,2300,1,NaN,NaN,NaN,5,1,NaN,NaN,NaN,1,2,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,2,1,NaN,NaN,20,NaN,2,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,8560,0,1,2,6
458,1,4,NaN,1,NaN,NaN,1,4920,1,2,NaN,2,2,NaN,0,52,7,2,1,6,1,NaN,2,NaN,51,3,NaN,2,NaN,2,1,1,NaN,NaN,NaN,5,NaN,1,2,1,NaN,NaN,NaN,4,NaN,3,NaN,1,NaN,3,1,0,4,4230,2,5,5,4,1,1,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,2,NaN,NaN,3,NaN,NaN,1,1,3,NaN,NaN,NaN,1,NaN,2,1,3,NaN,NaN,2,12,3,7070,0,1,2,NaN
459,NaN,5,NaN,1,NaN,NaN,NaN,NaN,NaN,2,2,2,NaN,1,0,52,2,NaN,1,2,NaN,NaN,NaN,NaN,39,3,NaN,NaN,1,NaN,NaN,1,NaN,2,NaN,2,3,NaN,NaN,NaN,NaN,NaN,2,5,2,1,NaN,1,NaN,3,1,0,NaN,NaN,NaN,1,NaN,NaN,4,7,NaN,NaN,NaN,2,NaN,NaN,1,1,NaN,4,NaN,NaN,NaN,3,NaN,3,NaN,NaN,2,NaN,2,NaN,1,NaN,6,NaN,2,NaN,2,3,NaN,2,NaN,NaN,NaN,0,1,2,6
460,1,6,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,2,NaN,NaN,NaN,52,5,3,NaN,3,1,NaN,1,NaN,49,1,NaN,NaN,NaN,2,NaN,3,NaN,NaN,3,2,NaN,4,NaN,2,NaN,NaN,NaN,4,NaN,2,2,1,1,NaN,1,NaN,4,NaN,NaN,5,NaN,6,1,3,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,2,NaN,NaN,NaN,1,NaN,2,NaN,NaN,1,2,NaN
461,1,2,NaN,NaN,NaN,NaN,2,NaN,2,2,NaN,2,NaN,2,NaN,12,2,2,NaN,3,1,2,2,2,30,NaN,NaN,NaN,1,1,1,4,NaN,NaN,1,2,NaN,5,2,2,4,NaN,NaN,NaN,1,1,2,1,2,3,1,NaN,4,4760,2,6,3,4,1,1,4,2,NaN,1,NaN,3,2,1,1,NaN,NaN,NaN,4,NaN,NaN,1,2,4,NaN,NaN,NaN,NaN,4,2,1,0,NaN,3,NaN,NaN,NaN,2,NaN,1,9570,NaN,1,2,6
462,1,4,2,1,4,NaN,NaN,2320,2,2,1,2,NaN,NaN,0,0,NaN,NaN,1,3,0,NaN,NaN,NaN,57,3,4,1,NaN,2,1,1,1,NaN,NaN,2,4,5,2,1,NaN,NaN,2,4,NaN,1,NaN,1,NaN,NaN,1,0,NaN,NaN,NaN,7,NaN,5,1,4,7,2,NaN,1,4,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,3,NaN,NaN,NaN,1,30,NaN,3,3,NaN,NaN,1,NaN,1,7860,3,1,2,NaN
463,NaN,2,NaN,1,NaN,NaN,2,4760,NaN,2,NaN,2,1,2,0,52,NaN,NaN,NaN,3,NaN,2,2,2,36,2,NaN,NaN,1,1,NaN,4,NaN,3,1,2,NaN,NaN,NaN,NaN,3,NaN,4,3,1,1,1,1,1,3,1,0,4,2850,4,3,NaN,NaN,1,1,NaN,2,NaN,1,NaN,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4,NaN,NaN,3,NaN,4,2,1,NaN,2,NaN,3,2,NaN,1,12,NaN,5380,0,1,2,3
