id,dwelown,polviews,SCIENTOD,hotcore,SCIENTBR,SYNMEM,divorce,MAOCC10,satfam7,whoelse1,engnrsci,CONVICTD,MEDTREAT,libcom,VISZOO,weekswrk,attend,satjob7,nathealy,phone,wordf,libhomo,jobsecok,peoptrbl,age,helpnot,SCIENTDN,natfarey,spkath,hivtest,PAIDLV,reliten,SCIENTGO,ENGLONE,posslq,region,histsci,kidsuffr,ELDCOST,ELDERSUP,accptoth,EVNEGJOB,coldeg1,obey,spkcom,natsci,natrace,intethn,natcity,wksubs,relate1,VISART,RUMORWK,SPOCC10,sprel,zodiac,cooking1,wlthblks,family16,madeg,intlblks,evstray,relhhd7,VOTE08,SCIENTAL,kidjoy,racopen,CSHUTYP08,poleff13,POLEFY15,intrace2,spanint,SPLIVE,POLEFY16,WEBMOB,finalter,natdrug,selffrst,nateducy,spevwork,astrosci,spother,homosex,libath,racecen1,emailmin,ENGRESP,wrkwayup,seeksci,ENGDO,spanself,gender2,rincome,fechld,MAIND10,VISLIB,relhh1,whoelse2,volchrty
943,1,4,NaN,NaN,NaN,NaN,2,3655,1,2,NaN,2,NaN,NaN,NaN,52,3,2,NaN,6,1,NaN,1,NaN,27,3,NaN,NaN,NaN,2,1,2,NaN,NaN,1,3,NaN,4,NaN,2,NaN,NaN,NaN,2,NaN,1,2,1,3,4,1,NaN,1,1610,2,7,1,6,5,1,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,4,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,NaN,2,12,1,8270,NaN,1,2,NaN
944,1,4,NaN,NaN,NaN,NaN,NaN,5700,3,2,NaN,NaN,NaN,2,NaN,52,1,4,NaN,3,1,1,2,2,53,NaN,NaN,NaN,1,NaN,1,2,NaN,NaN,4,3,NaN,4,1,2,3,NaN,NaN,NaN,2,1,1,1,1,3,1,NaN,4,NaN,NaN,7,NaN,5,1,1,5,NaN,NaN,1,NaN,2,2,1,2,NaN,NaN,NaN,NaN,NaN,2,3,1,4,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,4,NaN,NaN,NaN,1,11,2,NaN,NaN,1,2,6
945,2,4,NaN,1,NaN,NaN,2,NaN,3,2,1,NaN,NaN,NaN,0,0,NaN,NaN,1,3,1,NaN,NaN,NaN,88,5,NaN,2,NaN,NaN,1,1,NaN,3,NaN,3,2,4,1,1,NaN,NaN,NaN,4,NaN,2,NaN,1,NaN,NaN,1,2,NaN,NaN,NaN,3,NaN,5,1,NaN,4,NaN,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,2,NaN,2,NaN,NaN,NaN,1,NaN,2,2,4,2,NaN,NaN,NaN,2,NaN,52,1,2,NaN
946,NaN,3,3,1,3,NaN,2,310,NaN,2,3,NaN,NaN,1,0,44,NaN,NaN,NaN,3,NaN,1,1,2,86,3,2,NaN,1,NaN,NaN,1,2,NaN,4,3,3,NaN,NaN,NaN,5,NaN,2,4,2,2,1,1,3,3,1,0,4,NaN,NaN,10,NaN,NaN,1,1,NaN,NaN,NaN,1,3,NaN,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,3,1,4,NaN,NaN,2,NaN,1,2,1,NaN,NaN,NaN,9,NaN,NaN,NaN,12,NaN,8680,4,1,2,6
947,1,5,NaN,NaN,NaN,NaN,2,2300,3,1,NaN,2,NaN,2,NaN,52,3,3,3,3,1,2,2,1,44,NaN,NaN,2,1,2,1,2,NaN,NaN,NaN,3,NaN,4,1,1,3,NaN,NaN,NaN,1,1,NaN,1,NaN,4,1,NaN,3,430,2,7,4,4,5,3,6,2,NaN,1,NaN,1,2,1,NaN,4,NaN,NaN,8,3,NaN,1,NaN,4,1,NaN,NaN,NaN,4,2,2,NaN,NaN,2,NaN,NaN,NaN,1,12,1,7860,NaN,1,2,4
948,NaN,6,NaN,1,NaN,NaN,2,2630,NaN,1,NaN,2,1,NaN,3,52,7,NaN,1,3,NaN,1,4,1,37,4,NaN,2,1,2,NaN,2,NaN,3,NaN,3,NaN,NaN,NaN,NaN,2,NaN,NaN,5,NaN,2,NaN,1,NaN,NaN,1,0,1,4510,1,8,NaN,NaN,1,1,NaN,2,NaN,1,NaN,NaN,2,1,NaN,4,NaN,NaN,NaN,3,NaN,2,NaN,2,2,NaN,NaN,12,NaN,NaN,1,NaN,1,NaN,2,3,NaN,2,12,NaN,4970,3,1,2,4
949,1,2,NaN,NaN,NaN,NaN,NaN,5620,3,2,NaN,2,NaN,2,NaN,0,2,NaN,NaN,3,1,2,NaN,2,70,NaN,NaN,NaN,1,2,2,2,NaN,NaN,4,3,NaN,2,1,NaN,3,NaN,NaN,NaN,1,2,2,1,NaN,NaN,1,NaN,NaN,NaN,NaN,8,NaN,6,1,1,2,2,NaN,1,NaN,2,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,3,2,4,NaN,NaN,NaN,NaN,1,2,1,30,NaN,3,NaN,NaN,NaN,NaN,NaN,4,6390,NaN,1,2,2
950,2,4,NaN,NaN,NaN,NaN,1,4230,3,1,NaN,2,NaN,1,NaN,0,NaN,NaN,3,6,0,1,NaN,2,31,NaN,NaN,1,1,2,1,1,NaN,NaN,NaN,3,NaN,4,NaN,2,5,NaN,NaN,NaN,2,1,NaN,1,NaN,3,1,NaN,NaN,6420,4,7,2,6,1,1,4,2,NaN,2,NaN,2,1,1,NaN,1,NaN,NaN,6,2,NaN,1,NaN,2,1,NaN,NaN,NaN,1,2,1,NaN,NaN,3,NaN,NaN,NaN,1,NaN,1,9290,NaN,1,2,5
951,NaN,4,2,1,1,NaN,NaN,7720,NaN,2,1,2,NaN,2,10,26,2,NaN,1,3,NaN,2,NaN,2,57,3,3,3,1,1,NaN,4,3,NaN,NaN,3,3,NaN,NaN,NaN,5,NaN,NaN,4,1,1,NaN,1,NaN,NaN,1,1,NaN,NaN,NaN,12,NaN,NaN,1,NaN,NaN,1,NaN,2,4,NaN,1,1,NaN,3,NaN,NaN,NaN,2,NaN,3,NaN,2,2,NaN,3,NaN,1,2,1,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,3370,1,1,2,6
952,2,4,NaN,NaN,NaN,NaN,1,4760,1,2,NaN,2,NaN,2,NaN,52,7,2,NaN,3,1,2,2,3,63,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,1,3,NaN,1,1,1,2,NaN,NaN,NaN,1,2,1,1,2,3,1,NaN,3,8250,1,11,3,4,1,1,4,2,NaN,1,NaN,1,2,1,2,NaN,NaN,NaN,22,NaN,NaN,3,2,3,NaN,1,NaN,64,1,2,1,0,NaN,1,NaN,NaN,NaN,2,12,4,5380,NaN,1,2,6
953,NaN,1,3,1,3,NaN,NaN,3255,NaN,2,NaN,2,2,2,4,40,5,NaN,NaN,3,NaN,2,NaN,1,47,2,3,NaN,1,2,NaN,4,2,NaN,4,3,NaN,NaN,NaN,NaN,3,2,3,3,1,1,1,1,1,NaN,1,3,NaN,NaN,NaN,2,NaN,NaN,1,3,NaN,2,NaN,1,3,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,1,1,4,NaN,NaN,3,NaN,4,2,1,NaN,NaN,NaN,4,NaN,NaN,NaN,12,NaN,7970,25,1,2,1
954,1,5,NaN,NaN,NaN,NaN,NaN,8740,1,2,NaN,2,NaN,NaN,NaN,52,7,1,NaN,6,1,NaN,1,NaN,41,4,NaN,NaN,NaN,1,2,1,NaN,NaN,3,3,NaN,4,1,1,NaN,NaN,NaN,3,NaN,3,2,1,2,3,1,NaN,4,NaN,NaN,6,NaN,6,5,NaN,4,2,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,2,12,1,1790,NaN,1,2,NaN
955,1,3,NaN,NaN,NaN,NaN,2,5000,3,2,NaN,2,NaN,2,NaN,0,7,NaN,3,3,1,2,NaN,1,41,NaN,NaN,1,1,1,2,1,NaN,NaN,NaN,3,NaN,4,1,2,3,NaN,NaN,NaN,1,2,NaN,1,NaN,3,1,NaN,NaN,4810,1,12,1,5,1,2,4,2,NaN,1,NaN,1,2,1,NaN,2,NaN,NaN,13,3,NaN,3,NaN,5,1,NaN,NaN,NaN,4,2,1,NaN,NaN,4,NaN,NaN,NaN,2,NaN,2,2370,NaN,1,2,4
956,NaN,4,3,1,3,NaN,2,5140,NaN,2,NaN,2,1,2,2,52,7,NaN,2,3,NaN,2,3,2,42,5,4,2,1,2,NaN,1,1,NaN,NaN,3,NaN,NaN,NaN,NaN,3,NaN,NaN,4,1,1,NaN,1,NaN,3,1,0,4,1010,1,2,NaN,NaN,1,1,NaN,NaN,NaN,1,2,NaN,2,1,NaN,3,NaN,NaN,NaN,3,NaN,3,NaN,4,1,NaN,3,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,8190,4,1,2,3
957,2,4,NaN,1,NaN,NaN,2,4760,2,2,2,2,NaN,NaN,3,52,2,1,1,6,1,NaN,2,NaN,31,3,NaN,1,NaN,1,1,4,NaN,3,NaN,3,2,4,1,2,NaN,NaN,NaN,4,NaN,1,NaN,1,NaN,3,1,0,4,7200,2,12,2,6,5,1,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,7,NaN,NaN,1,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,0,2,1,3,4,NaN,1,11,1,5580,6,1,2,NaN
958,NaN,6,2,2,3,NaN,1,NaN,NaN,2,3,2,NaN,1,1,50,7,NaN,NaN,3,NaN,1,NaN,1,65,5,3,NaN,1,2,NaN,1,1,NaN,2,3,4,NaN,NaN,NaN,1,NaN,NaN,4,2,2,2,1,3,3,1,0,NaN,4940,1,4,NaN,NaN,1,1,NaN,2,NaN,1,4,NaN,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,3,2,4,NaN,NaN,3,NaN,1,1,1,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,NaN,1,1,2,4
959,2,4,NaN,NaN,NaN,NaN,2,8340,3,2,NaN,NaN,NaN,NaN,NaN,0,7,NaN,NaN,3,0,NaN,NaN,NaN,79,1,NaN,NaN,NaN,2,1,1,NaN,NaN,4,3,NaN,4,1,2,NaN,NaN,NaN,4,NaN,2,1,1,1,NaN,1,NaN,NaN,NaN,NaN,3,NaN,6,1,NaN,4,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,2,1770,NaN,1,2,NaN
960,2,4,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,2,NaN,2,NaN,0,2,NaN,NaN,2,1,2,NaN,2,65,NaN,NaN,NaN,1,2,1,2,NaN,NaN,4,3,NaN,4,2,2,3,2,NaN,NaN,1,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,8,NaN,5,1,NaN,4,3,NaN,1,NaN,2,2,1,3,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,NaN,NaN,2,1,0,NaN,4,NaN,NaN,NaN,2,NaN,1,NaN,NaN,1,2,6
961,1,7,3,1,3,NaN,NaN,5700,2,2,NaN,1,1,NaN,1,52,2,3,3,6,1,NaN,1,NaN,38,5,3,3,NaN,2,2,4,2,NaN,NaN,3,NaN,5,1,2,NaN,NaN,2,5,NaN,3,NaN,1,NaN,4,1,0,3,NaN,NaN,8,NaN,5,3,1,3,3,NaN,1,3,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,3,NaN,3,NaN,NaN,NaN,1,NaN,NaN,1,3,NaN,NaN,NaN,12,2,3790,1,1,2,NaN
962,NaN,6,NaN,1,NaN,NaN,2,4060,NaN,2,1,2,NaN,2,0,30,2,NaN,NaN,3,NaN,2,2,3,65,4,NaN,NaN,1,2,NaN,2,NaN,3,1,3,4,NaN,NaN,NaN,5,NaN,1,5,1,2,2,1,2,NaN,1,1,4,50,2,4,NaN,NaN,1,1,NaN,2,NaN,1,NaN,NaN,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,4,NaN,1,2,NaN,4,2,1,NaN,2,NaN,3,4,NaN,2,NaN,NaN,8190,4,1,2,6
963,1,5,NaN,NaN,NaN,NaN,NaN,5550,3,2,NaN,2,NaN,2,NaN,32,NaN,4,3,3,1,2,2,2,19,NaN,NaN,3,1,2,2,1,NaN,NaN,NaN,3,NaN,1,1,2,3,NaN,NaN,NaN,1,NaN,NaN,1,NaN,4,1,NaN,4,NaN,NaN,5,NaN,5,1,1,5,3,NaN,3,NaN,2,2,1,NaN,2,NaN,NaN,NaN,3,NaN,3,NaN,3,1,NaN,NaN,NaN,1,2,1,NaN,NaN,2,NaN,NaN,NaN,2,3,4,6370,NaN,1,2,3
964,NaN,6,3,1,3,NaN,2,3940,NaN,2,1,2,NaN,2,2,52,7,NaN,3,3,NaN,1,2,2,58,5,3,3,1,2,NaN,1,2,NaN,NaN,3,3,NaN,NaN,NaN,5,NaN,4,4,1,3,NaN,1,NaN,3,1,1,3,5420,2,7,NaN,NaN,1,1,NaN,2,NaN,1,3,NaN,1,1,NaN,5,NaN,NaN,NaN,3,NaN,3,NaN,3,3,NaN,3,NaN,1,1,1,NaN,NaN,NaN,3,NaN,NaN,2,12,NaN,7860,3,1,2,3
965,1,6,NaN,NaN,NaN,NaN,2,NaN,2,1,NaN,2,NaN,2,NaN,52,3,2,NaN,3,1,2,1,2,31,NaN,NaN,NaN,1,2,1,2,NaN,NaN,1,3,NaN,5,1,1,2,NaN,NaN,NaN,1,1,2,1,2,3,1,NaN,4,1360,2,6,4,4,1,1,4,2,NaN,1,NaN,1,2,1,2,NaN,NaN,NaN,8,NaN,NaN,2,1,4,NaN,NaN,NaN,NaN,4,2,1,NaN,NaN,1,NaN,NaN,NaN,1,12,1,8190,NaN,1,2,6
966,2,4,NaN,NaN,NaN,NaN,2,NaN,2,1,NaN,2,NaN,2,NaN,30,1,3,NaN,6,1,2,1,1,36,NaN,NaN,NaN,1,1,1,2,NaN,NaN,4,8,NaN,5,1,2,1,NaN,NaN,NaN,1,3,NaN,1,1,3,1,NaN,4,NaN,NaN,4,NaN,5,5,NaN,6,1,NaN,2,NaN,1,2,1,4,NaN,3,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,NaN,4,2,1,0,NaN,1,NaN,NaN,NaN,2,7,2,NaN,NaN,1,1,6
967,NaN,2,NaN,1,NaN,NaN,2,NaN,NaN,1,NaN,2,1,1,1,0,7,NaN,NaN,3,NaN,2,NaN,1,29,2,NaN,NaN,1,2,NaN,1,NaN,3,1,8,NaN,NaN,NaN,NaN,3,NaN,2,2,2,1,1,1,1,4,1,0,NaN,8740,1,8,NaN,NaN,3,2,NaN,2,NaN,1,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,2,1,5,NaN,NaN,3,64,1,2,1,NaN,2,NaN,3,3,NaN,2,NaN,NaN,NaN,6,1,2,5
968,2,NaN,NaN,NaN,NaN,NaN,2,7750,1,2,NaN,2,NaN,1,NaN,0,7,3,1,3,1,2,2,3,37,NaN,NaN,1,1,NaN,1,2,NaN,NaN,NaN,8,NaN,2,1,4,6,NaN,NaN,NaN,1,3,NaN,5,NaN,3,1,NaN,4,6260,2,9,1,7,1,NaN,4,NaN,NaN,3,NaN,2,2,1,NaN,1,NaN,2,NaN,NaN,NaN,1,NaN,2,1,NaN,NaN,NaN,1,2,1,30,NaN,3,NaN,NaN,3,1,NaN,3,3570,NaN,1,2,2
969,NaN,1,3,2,3,NaN,2,2320,NaN,1,NaN,2,2,2,0,42,NaN,NaN,1,6,NaN,2,1,2,42,2,3,1,1,2,NaN,4,2,NaN,NaN,8,NaN,NaN,NaN,NaN,1,2,1,4,1,2,NaN,1,NaN,3,1,0,4,430,2,9,NaN,NaN,1,4,NaN,2,NaN,1,2,NaN,2,1,NaN,4,NaN,NaN,NaN,4,NaN,3,NaN,4,1,NaN,2,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,1,12,NaN,7860,0,1,1,6
970,NaN,2,2,1,NaN,NaN,NaN,4110,NaN,2,2,2,NaN,1,4,28,NaN,NaN,NaN,6,NaN,2,NaN,1,26,NaN,3,NaN,1,1,NaN,4,2,NaN,4,8,2,NaN,NaN,NaN,2,2,NaN,5,2,3,2,2,2,NaN,1,0,NaN,NaN,NaN,6,NaN,NaN,5,1,NaN,3,NaN,2,3,NaN,2,1,4,NaN,NaN,NaN,NaN,NaN,NaN,2,1,3,NaN,NaN,3,NaN,4,2,1,NaN,NaN,NaN,3,NaN,NaN,2,10,NaN,8590,5,1,2,6
971,2,6,NaN,NaN,NaN,NaN,2,8965,1,2,NaN,2,NaN,NaN,NaN,51,7,1,NaN,6,0,NaN,1,NaN,24,1,NaN,NaN,NaN,2,1,1,NaN,NaN,1,8,NaN,3,1,2,NaN,NaN,NaN,3,NaN,1,2,1,3,3,1,NaN,4,2540,1,9,5,2,1,1,6,2,NaN,1,NaN,2,NaN,1,NaN,NaN,NaN,NaN,4,NaN,NaN,1,2,NaN,NaN,1,NaN,64,NaN,NaN,13,0,NaN,3,NaN,NaN,NaN,2,11,4,9170,NaN,1,2,NaN
972,1,5,NaN,2,3,NaN,2,NaN,1,2,NaN,2,1,NaN,0,3,6,NaN,1,3,0,NaN,NaN,NaN,75,2,2,1,NaN,2,1,2,2,NaN,NaN,8,NaN,2,NaN,1,NaN,NaN,NaN,5,NaN,2,NaN,1,NaN,NaN,1,1,NaN,4230,1,10,5,5,1,1,4,2,NaN,1,3,1,NaN,1,NaN,NaN,NaN,NaN,51,NaN,NaN,1,NaN,NaN,1,NaN,1,64,NaN,NaN,1,NaN,NaN,1,4,NaN,NaN,1,NaN,2,NaN,0,1,2,NaN
973,2,5,NaN,NaN,NaN,NaN,1,4600,2,2,NaN,2,NaN,2,NaN,52,NaN,2,1,3,1,2,4,1,40,NaN,NaN,1,1,2,1,1,NaN,NaN,NaN,8,NaN,2,1,2,1,NaN,NaN,NaN,1,1,NaN,1,NaN,3,1,NaN,4,4610,1,2,4,6,1,3,4,2,NaN,1,NaN,2,2,1,NaN,3,NaN,NaN,NaN,3,NaN,3,NaN,5,1,NaN,NaN,64,1,2,1,NaN,NaN,5,NaN,NaN,NaN,1,NaN,4,8470,NaN,1,2,2
974,2,3,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,1,NaN,NaN,NaN,42,7,3,NaN,6,1,NaN,1,NaN,30,4,NaN,NaN,NaN,1,1,1,NaN,NaN,2,8,NaN,4,2,3,NaN,NaN,NaN,4,NaN,1,2,1,2,4,1,NaN,4,NaN,NaN,2,2,5,4,7,5,3,NaN,3,NaN,2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,NaN,3,NaN,NaN,NaN,2,9,1,NaN,NaN,1,2,NaN
