ID,Case Number,Date,Time,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
9485217,HX137525,02/03/2014,11:10:00 AM,061XX N TALMAN AVE,460,BATTERY,BATTERY: SIMPLE,OTHER,false,false,2413,24,50,2,08B,1157588,1940774,2014,41.99324565725866,-87.69569108262132
9484001,HX137545,02/03/2014,11:05:00 AM,065XX S UNIVERSITY AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,RESIDENCE,true,false,321,3,20,42,14,1184724,1861611,2014,41.77542161948009,-87.59836970015917
9483973,HX137536,02/03/2014,11:04:00 AM,006XX W DIVERSEY PKWY,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,RESTAURANT,true,false,1935,19,43,7,26,1171731,1918820,2014,41.93270252464924,-87.64431742591782
9483876,HX137470,02/03/2014,11:03:00 AM,007XX W 102ND ST,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2232,22,34,73,18,1173304,1837266,2014,41.70887594687685,-87.64095192238423
9485665,HX137585,02/03/2014,11:03:00 AM,030XX N ASHLAND AVE,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,GOVERNMENT BUILDING/PROPERTY,false,false,1931,19,32,6,11,1165083,1920264,2014,41.93680894713338,-87.66870689479043
9483905,HX137466,02/03/2014,11:02:00 AM,034XX W CHICAGO AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),STREET,true,false,1121,11,27,23,18,1153068,1905156,2014,41.89559839074403,-87.7132652022484
9483889,HX137524,02/03/2014,11:00:00 AM,066XX S CHAMPLAIN AVE,2820,OTHER OFFENSE,OTHER OFFENSE: TELEPHONE THREAT,RESIDENCE,false,false,321,3,20,42,26,1181670,1861053,2014,41.7739614901155,-87.60958240665873
9483920,HX137484,02/03/2014,11:00:00 AM,019XX W JACKSON BLVD,560,ASSAULT,ASSAULT: SIMPLE,STREET,false,false,1225,12,2,28,08A,1163713,1898680,2014,41.877609958182255,-87.67435121603016
9488892,HX142321,02/03/2014,11:00:00 AM,064XX W WARNER AVE,840,THEFT,THEFT: FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1632,16,38,17,6,1132534,1927100,2014,41.95619781214028,-87.78817060185463
9485685,HX139082,02/03/2014,11:00:00 AM,063XX S WOOD ST,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,VACANT LOT/LAND,false,false,725,7,15,67,14,1165470,1862599,2014,41.7785626841925,-87.6689245555338
9485757,HX137767,02/03/2014,11:00:00 AM,009XX N LAWNDALE AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1112,11,27,23,6,1151498,1906237,2014,41.89859575371312,-87.71900305822695
9485780,HX139252,02/03/2014,11:00:00 AM,068XX S KOSTNER AVE,820,THEFT,THEFT: $500 AND UNDER,RESIDENCE,false,false,833,8,13,65,6,1148176,1859042,2014,41.76915086207352,-87.73241730558061
9483885,HX137482,02/03/2014,11:00:00 AM,131XX S MUSKEGON AVE,2825,OTHER OFFENSE,OTHER OFFENSE: HARASSMENT BY TELEPHONE,RESIDENCE,false,false,433,4,10,55,26,1197144,1818370,2014,41.656464134061615,-87.5542746373565
9483922,HX137447,02/03/2014,11:00:00 AM,021XX E 87TH ST,460,BATTERY,BATTERY: SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,412,4,8,45,08B,1191717,1847744,2014,41.73720256079324,-87.5731837610892
9484204,HX137689,02/03/2014,11:00:00 AM,050XX S ELIZABETH ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,933,9,16,61,08B,1168801,1871464,2014,41.80281800771806,-87.65645701426108
9484061,HX137519,02/03/2014,11:00:00 AM,003XX S DEARBORN ST,1563,SEX OFFENSE,SEX OFFENSE: CRIMINAL SEXUAL ABUSE,CTA PLATFORM,false,false,113,1,2,32,17,1175945,1898829,2014,41.87775232451738,-87.62943440234274
9484752,HX137481,02/03/2014,11:00:00 AM,017XX N AUSTIN AVE,460,BATTERY,BATTERY: SIMPLE,APARTMENT,false,false,2531,25,29,25,08B,1136178,1910951,2014,41.91181879582883,-87.77516064630329
9483969,HX137554,02/03/2014,10:59:00 AM,015XX N CENTRAL PARK AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE WITH PUBLIC OFFICER: OBSTRUCTING IDENTIFICATION,VEHICLE NON-COMMERCIAL,true,false,2535,25,26,23,24,1152036,1910131,2014,41.90927067236538,-87.71692423072054
9483981,HX137509,02/03/2014,10:55:00 AM,013XX N ASHLAND AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,1433,14,1,24,6,1165434,1909298,2014,41.90671010841872,-87.66772973965806
9483865,HX137476,02/03/2014,10:50:00 AM,035XX S HALSTED ST,880,THEFT,THEFT: PURSE-SNATCHING,SIDEWALK,false,false,915,9,11,60,6,1171583,1881628,2014,41.83064845213549,-87.6459560125436
9484086,HX137503,02/03/2014,10:50:00 AM,065XX W BRYN MAWR AVE,2010,NARCOTICS,NARCOTICS: MANU/DELIVER:AMPHETAMINES,"SCHOOL, PUBLIC, BUILDING",true,false,1612,16,41,10,18,1131563,1936857,2014,41.98298889076556,-87.79151346129024
9483836,HX137438,02/03/2014,10:50:00 AM,028XX N ASHLAND AVE,860,THEFT,THEFT: RETAIL THEFT,GAS STATION,false,false,1932,19,32,6,6,1165219,1918694,2014,41.93249788739808,-87.66825183966132
9485588,HX138809,02/03/2014,10:48:00 AM,075XX S COLFAX AVE,1150,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: CREDIT CARD FRAUD,RESIDENCE,false,false,421,4,7,43,11,1194875,1855434,2014,41.75822740974185,-87.56136123050055
9484483,HX137998,02/03/2014,10:40:00 AM,124XX S LOWE AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,RESIDENCE,false,false,523,5,34,53,5,1174281,1822296,2014,41.6677743332559,-87.63781668090755
9485664,HX139027,02/03/2014,10:37:00 AM,010XX N LAKE SHORE DR,843,THEFT,THEFT: ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1824,18,42,8,6,1177207,1907668,2014,41.901978494679135,-87.6245326256721
9483967,HX137502,02/03/2014,10:35:00 AM,054XX S HALSTED ST,501A,OTHER OFFENSE,OTHER OFFENSE: ANIMAL ABUSE/NEGLECT,SIDEWALK,true,false,934,9,20,61,26,1171865,1868417,2014,41.79438995237022,-87.64530942241942
9484003,HX137498,02/03/2014,10:31:00 AM,0000X N STATE ST,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,false,false,112,1,42,32,6,1176321,1900594,2014,41.88258711567194,-87.62800058064008
9484549,HX138210,02/03/2014,10:30:00 AM,078XX S WOOD ST,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,APARTMENT,false,false,611,6,17,71,5,1165751,1852696,2014,41.75138154655954,-87.6681751354076
9484243,HX137739,02/03/2014,10:30:00 AM,042XX W WALTON ST,1130,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1111,11,37,23,11,1147921,1905956,2014,41.897894194758614,-87.7321485124938
9483936,HX137446,02/03/2014,10:30:00 AM,001XX N LECLAIRE AVE,560,ASSAULT,ASSAULT: SIMPLE,RESIDENCE,false,true,1532,15,28,25,08A,1142389,1900766,2014,41.88375679143265,-87.7525962571425
9483881,HX137441,02/03/2014,10:30:00 AM,0000X W 87TH ST,1210,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,634,6,21,44,11,1177569,1847247,2014,41.73616995448362,-87.62503241368694
9484298,HX137721,02/03/2014,10:30:00 AM,012XX N ASHLAND AVE,810,THEFT,THEFT: OVER $500,STREET,false,false,1433,14,1,24,6,1165457,1908459,2014,41.90440734557494,-87.66766916801807
9485334,HX138778,02/03/2014,10:30:00 AM,006XX N DEARBORN ST,1120,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: FORGERY,BANK,false,false,1832,18,42,8,10,1175794,1904211,2014,41.892524231809325,-87.62982682771079
9484089,HX137433,02/03/2014,10:27:00 AM,052XX N MILWAUKEE AVE,031A,ROBBERY,ROBBERY: ARMED: HANDGUN,DRUG STORE,false,false,1623,16,45,11,3,1138091,1934091,2014,41.97528292700077,-87.76757165687502
9484172,HX137609,02/03/2014,10:25:00 AM,039XX S CALIFORNIA AVE,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,STREET,false,false,921,9,12,58,24,1158382,1878305,2014,41.82180938284586,-87.69448183133994
9484604,HX138217,02/03/2014,10:20:00 AM,044XX W MAYPOLE AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1113,11,28,26,6,1146589,1901123,2014,41.88465741204647,-87.73716419973634
9484192,HX137683,02/03/2014,10:20:00 AM,016XX W CONGRESS PKWY,890,THEFT,THEFT: FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1231,12,2,28,6,1165272,1897754,2014,41.8750359482999,-87.66865332095834
9483891,HX137478,02/03/2014,10:18:00 AM,049XX N MILWAUKEE AVE,560,ASSAULT,ASSAULT: SIMPLE,CTA GARAGE / OTHER PROPERTY,true,false,1623,16,45,11,08A,1139458,1932238,2014,41.97017325360783,-87.76259005031903
9484002,HX137462,02/03/2014,10:15:00 AM,003XX E 133RD ST,143A,WEAPONS VIOLATION,WEAPONS VIOLATION: UNLAWFUL POSS OF HANDGUN,"SCHOOL, PUBLIC, BUILDING",true,false,533,5,9,54,15,1180723,1817242,2014,41.65376028808344,-87.61439489255437
9483720,HX137401,02/03/2014,10:15:00 AM,048XX N CLARK ST,820,THEFT,THEFT: $500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2032,20,46,3,6,1165204,1932791,2014,41.97118102438378,-87.66790473441137
9483763,HX137393,02/03/2014,10:05:00 AM,0000X W 69TH ST,1210,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: THEFT OF LABOR/SERVICES,CTA PLATFORM,true,false,731,7,6,69,11,1177296,1859236,2014,41.76907533790491,-87.62567130804555
9483931,HX137474,02/03/2014,10:00:00 AM,045XX W WASHINGTON BLVD,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,false,true,1113,11,28,26,08B,1146261,1900074,2014,41.881785080789165,-87.73839537972543
9484518,HX137875,02/03/2014,10:00:00 AM,082XX S ELIZABETH ST,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,APARTMENT,false,false,613,6,21,71,5,1169459,1850341,2014,41.74483963825343,-87.6546551718622
9483756,HX137414,02/03/2014,10:00:00 AM,121XX S NORMAL AVE,841,THEFT,THEFT: FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,523,5,34,53,6,1175123,1824195,2014,41.67296680771851,-87.6346788214558
9483908,HX137515,02/03/2014,10:00:00 AM,015XX S TRIPP AVE,810,THEFT,THEFT: OVER $500,STREET,false,false,1012,10,24,29,6,1148345,1892086,2014,41.85982516500355,-87.73094874590828
9485827,HX139185,02/03/2014,10:00:00 AM,048XX W WABANSIA AVE,2826,OTHER OFFENSE,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS,APARTMENT,false,true,2533,25,37,25,26,1143802,1910905,2014,41.91155300269522,-87.74715314796376
9485813,HX137908,02/03/2014,10:00:00 AM,008XX W CORNELIA AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,APARTMENT,false,false,1924,19,44,6,5,1169829,1923409,2014,41.94533666818663,-87.65117283402152
9483806,HX137405,02/03/2014,10:00:00 AM,036XX N MILWAUKEE AVE,460,BATTERY,BATTERY: SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1731,17,38,16,08B,1146826,1923648,2014,41.94646372950926,-87.73571752128426
9484748,HX137407,02/03/2014,09:55:00 AM,015XX N ROCKWELL ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1423,14,26,24,08B,1158836,1910129,2014,41.90912837101914,-87.69194405328074
9484484,HX138220,02/03/2014,09:50:00 AM,009XX N MOZART ST,890,THEFT,THEFT: FROM BUILDING,RESIDENCE,false,false,1211,12,26,24,6,1157166,1906441,2014,41.899042287376446,-87.69817920017951
9483708,HX137321,02/03/2014,09:45:00 AM,009XX N ST LOUIS AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,11,27,23,18,1152910,1906138,2014,41.89829622598378,-87.71381945989624
9483837,HX137377,02/03/2014,09:45:00 AM,036XX N MILWAUKEE AVE,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",true,false,1731,17,38,16,24,1146826,1923648,2014,41.94646372950926,-87.73571752128426
