ID,Case Number,Date,Time,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude
9484536,HX138029,02/03/2014,05:50:00 PM,071XX S INDIANA AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,323,3,6,69,08B,1178796,1857810,2014,41.765128242731365,-87.62021640024355
9484554,HX138294,02/03/2014,05:47:00 PM,020XX N MAGNOLIA AVE,4387,OTHER OFFENSE,OTHER OFFENSE: VIOLATE ORDER OF PROTECTION,RESIDENCE,false,false,1811,18,43,7,26,1167692,1913667,2014,41.91865052790999,-87.65930910247944
9485336,HX138480,02/03/2014,05:45:00 PM,108XX S NORMAL AVE,820,THEFT,THEFT: $500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,2233,22,34,49,6,1174935,1832704,2014,41.696321006830594,-87.6351145060183
9484472,HX137995,02/03/2014,05:45:00 PM,133XX S BRANDON AVE,560,ASSAULT,ASSAULT: SIMPLE,STREET,true,false,433,4,10,55,08A,1199400,1816960,2014,41.65253868413344,-87.54606695579317
9484619,HX138008,02/03/2014,05:43:00 PM,111XX S MICHIGAN AVE,460,BATTERY,BATTERY: SIMPLE,OTHER,false,false,531,5,9,49,08B,1178837,1830812,2014,41.691041399777646,-87.62088515768525
9484348,HX137971,02/03/2014,05:36:00 PM,054XX S WINCHESTER AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),SIDEWALK,true,false,932,9,16,61,18,1164325,1868446,2014,41.7946318004827,-87.67295757339419
9484408,HX137997,02/03/2014,05:35:00 PM,023XX S HAMLIN AVE,560,ASSAULT,ASSAULT: SIMPLE,RESIDENCE,true,true,1013,10,22,30,08A,1151446,1888271,2014,41.849296078232705,-87.71966583613653
9485494,HX138909,02/03/2014,05:35:00 PM,032XX W 83RD ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,834,8,18,70,6,1155916,1849412,2014,41.74257270726681,-87.70430390421288
9486815,HX140207,02/03/2014,05:34:00 PM,008XX N HARDING AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1112,11,27,23,08B,1149863,1905339,2014,41.89616351954163,-87.72503174799623
9484392,HX137992,02/03/2014,05:34:00 PM,048XX N MILWAUKEE AVE,1330,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO LAND,SMALL RETAIL STORE,true,false,1623,16,45,11,26,1139648,1931959,2014,41.96940417816135,-87.76189824332587
9484657,HX138118,02/03/2014,05:30:00 PM,071XX S EAST END AVE,1563,SEX OFFENSE,SEX OFFENSE: CRIMINAL SEXUAL ABUSE,APARTMENT,false,false,324,3,5,43,17,1188809,1857993,2014,41.765396750552824,-87.58351041570754
9484548,HX137999,02/03/2014,05:28:00 PM,081XX S PERRY AVE,320,ROBBERY,ROBBERY: STRONGARM - NO WEAPON,RESIDENCE,false,true,622,6,21,44,3,1177063,1851053,2014,41.74662550016048,-87.62677172325036
9484324,HX137975,02/03/2014,05:25:00 PM,080XX S NORMAL AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,INTERFERENCE WITH PUBLIC OFFICER: OBSTRUCTING IDENTIFICATION,OTHER,false,false,621,6,21,44,24,1174322,1851524,2014,41.74797930798009,-87.63680140355271
9485831,HX137973,02/03/2014,05:25:00 PM,012XX W 74TH PL,2851,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: ARSON THREAT,RESIDENCE,false,false,734,7,17,67,26,1169101,1855334,2014,41.75854884594562,-87.65582287006043
9484436,HX138075,02/03/2014,05:18:00 PM,048XX W MAYPOLE AVE,502R,OTHER OFFENSE,OTHER OFFENSE: VEHICLE TITLE/REG OFFENSE,STREET,true,false,1532,15,28,25,26,1143842,1900980,2014,41.88431692736541,-87.7472552770328
9484552,HX138044,02/03/2014,05:15:00 PM,016XX E 79TH ST,5011,OTHER OFFENSE,OTHER OFFENSE: LICENSE VIOLATION,CONVENIENCE STORE,false,false,414,4,8,43,26,1188812,1852972,2014,41.751618609512406,-87.58365979554031
9485636,HX138496,02/03/2014,05:15:00 PM,067XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,832,8,17,66,14,1161934,1859906,2014,41.77124695807252,-87.6819625911669
9484445,HX138015,02/03/2014,05:15:00 PM,016XX W GARFIELD BLVD,460,BATTERY,BATTERY: SIMPLE,SIDEWALK,false,false,932,9,16,61,08B,1166238,1868274,2014,41.794119271875566,-87.6659475226027
9484363,HX137946,02/03/2014,05:05:00 PM,066XX S LOOMIS BLVD,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,SIDEWALK,true,false,724,7,17,67,24,1168173,1860920,2014,41.77389756168971,-87.6590634367142
9484318,HX137984,02/03/2014,05:00:00 PM,035XX W 73RD ST,841,THEFT,THEFT: FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,835,8,18,66,6,1154207,1855938,2014,41.76051523814369,-87.7103926465855
9486527,HX139992,02/03/2014,05:00:00 PM,047XX S UNION AVE,470,PUBLIC PEACE VIOLATION,PUBLIC PEACE VIOLATION: RECKLESS CONDUCT,"SCHOOL, PUBLIC, GROUNDS",true,false,935,9,11,61,24,1172475,1873205,2014,41.80751530445389,-87.6429315567774
9489970,HX143554,02/03/2014,05:00:00 PM,043XX W MONROE ST,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,OTHER,false,false,1115,11,28,26,5,1147652,1899353,2014,41.87977999938594,-87.73330611887911
9489842,HX143510,02/03/2014,05:00:00 PM,063XX N MERRIMAC AVE,1130,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: FRAUD OR CONFIDENCE GAME,BANK,false,false,1611,16,45,10,11,1133592,1941414,2014,41.99545823286675,-87.78394357790738
9486777,HX140213,02/03/2014,05:00:00 PM,030XX E 87TH ST,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,424,4,10,46,7,1198176,1847915,2014,41.737512811159085,-87.54951467698451
9486921,HX140552,02/03/2014,05:00:00 PM,059XX N WESTERN AVE,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,2011,20,40,2,7,1159212,1939172,2014,41.98881636906713,-87.68976167266283
9487657,HX141108,02/03/2014,05:00:00 PM,041XX W 47TH ST,840,THEFT,THEFT: FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,815,8,14,57,6,1149695,1873190,2014,41.80794591741323,-87.72648324413967
9484352,HX138043,02/03/2014,05:00:00 PM,051XX W LAKE ST,820,THEFT,THEFT: $500 AND UNDER,CTA TRAIN,false,false,1532,15,28,25,6,1141791,1902042,2014,41.887269376143934,-87.75476060533902
9485760,HX139231,02/03/2014,05:00:00 PM,013XX W BARRY AVE,890,THEFT,THEFT: FROM BUILDING,APARTMENT,false,false,1933,19,32,6,6,1166883,1920661,2014,41.93785985143134,-87.66208025821977
9484930,HX138530,02/03/2014,05:00:00 PM,012XX N LAMON AVE,2820,OTHER OFFENSE,OTHER OFFENSE: TELEPHONE THREAT,RESIDENCE,false,true,2533,25,37,25,26,1143513,1907840,2014,41.90314772235507,-87.7482916527642
9484356,HX137926,02/03/2014,05:00:00 PM,030XX S HALSTED ST,890,THEFT,THEFT: FROM BUILDING,SMALL RETAIL STORE,false,false,913,9,11,60,6,1171418,1884918,2014,41.839680128907126,-87.64646487728658
9484380,HX137993,02/03/2014,05:00:00 PM,016XX N HARLEM AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,2513,25,36,25,6,1127897,1909882,2014,41.90902916745105,-87.8056073331791
9484422,HX138123,02/03/2014,05:00:00 PM,037XX S WALLACE ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,915,9,11,60,6,1172877,1879881,2014,41.82582601627974,-87.64125993280743
9484493,HX138212,02/03/2014,05:00:00 PM,004XX W OHIO ST,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1831,18,42,8,6,1173091,1904071,2014,41.89220044956132,-87.63975790736512
9484617,HX138181,02/03/2014,05:00:00 PM,110XX S WENTWORTH AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,OTHER,false,false,513,5,34,49,14,1176951,1831515,2014,41.69301313335383,-87.62776884707321
9484691,HX138399,02/03/2014,05:00:00 PM,040XX S CAMPBELL AVE,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,921,9,12,58,14,1160410,1877472,2014,41.81948191212692,-87.687064990171
9485048,HX138504,02/03/2014,05:00:00 PM,032XX W BERTEAU AVE,910,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: AUTOMOBILE,STREET,false,false,1724,17,33,16,7,1154115,1927779,2014,41.957656891750524,-87.70881462185147
9488715,HX141305,02/03/2014,04:54:00 PM,029XX W WARREN BLVD,810,THEFT,THEFT: OVER $500,STREET,false,false,1222,12,2,27,6,1156932,1900176,2014,41.88185529909764,-87.699208734476
9484375,HX138012,02/03/2014,04:50:00 PM,103XX S UNION AVE,880,THEFT,THEFT: PURSE-SNATCHING,SIDEWALK,false,false,2232,22,34,49,6,1173420,1836497,2014,41.70676313723945,-87.64054977635605
9484372,HX137961,02/03/2014,04:50:00 PM,079XX S PAULINA ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,611,6,21,71,08B,1166347,1852230,2014,41.75009011196974,-87.6660043237876
9484338,HX137930,02/03/2014,04:49:00 PM,061XX N BROADWAY,860,THEFT,THEFT: RETAIL THEFT,DRUG STORE,false,false,2433,24,48,77,6,1167145,1941039,2014,41.99377216942367,-87.6605292654965
9484404,HX138032,02/03/2014,04:45:00 PM,008XX N HARDING AVE,430,BATTERY,BATTERY: AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,1112,11,27,23,04B,1149863,1905339,2014,41.89616351954163,-87.72503174799623
9484415,HX137977,02/03/2014,04:45:00 PM,079XX S WABASH AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,623,6,6,44,08B,1178047,1852415,2014,41.750340759301466,-87.62312493634076
9485072,HX138549,02/03/2014,04:45:00 PM,062XX S HAMLIN AVE,810,THEFT,THEFT: OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,823,8,13,65,6,1152066,1863191,2014,41.780460907201736,-87.71804941103508
9484561,HX138237,02/03/2014,04:45:00 PM,070XX S BENNETT AVE,1750,OFFENSE INVOLVING CHILDREN,OFFENSE INVOLVING CHILDREN: CHILD ABUSE,APARTMENT,true,true,332,3,5,43,20,1190137,1858467,2014,41.76666557470606,-87.5786277162587
9484948,HX138564,02/03/2014,04:45:00 PM,046XX N MARINE DR,890,THEFT,THEFT: FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,1914,19,46,3,6,1170325,1931238,2014,41.96680885921191,-87.64911998317235
9484310,HX137874,02/03/2014,04:44:00 PM,069XX S HALSTED ST,502R,OTHER OFFENSE,OTHER OFFENSE: VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,true,false,732,7,6,68,26,1172201,1859024,2014,41.76860710168514,-87.64435330633935
9484343,HX137917,02/03/2014,04:40:00 PM,017XX N SPAULDING AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1422,14,26,23,08B,1153834,1911286,2014,41.91240444802424,-87.7102883258573
9484322,HX137910,02/03/2014,04:40:00 PM,029XX W FARWELL AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,2411,24,50,2,6,1155718,1945338,2014,42.005807466724164,-87.70244597467023
9484371,HX137966,02/03/2014,04:38:00 PM,046XX W NORTH AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,2533,25,37,25,6,1144852,1910261,2014,41.909766042528794,-87.74331201064736
9485828,HX137900,02/03/2014,04:37:00 PM,008XX N HARDING AVE,460,BATTERY,BATTERY: SIMPLE,RESIDENCE,false,true,1112,11,27,23,08B,1149863,1905339,2014,41.89616351954163,-87.72503174799623
9487072,HX140710,02/03/2014,04:36:00 PM,053XX S LOWE AVE,2825,OTHER OFFENSE,OTHER OFFENSE: HARASSMENT BY TELEPHONE,RESIDENCE,false,false,935,9,3,61,26,1172839,1869221,2014,41.796574766897486,-87.64171408878336
9484299,HX137893,02/03/2014,04:30:00 PM,051XX S HALSTED ST,545,ASSAULT,ASSAULT: PRO EMP HANDS NO/MIN INJURY,STREET,true,false,934,9,3,61,08A,1171795,1871004,2014,41.80149049446474,-87.6454902002955
9484434,HX138180,02/03/2014,04:30:00 PM,008XX N MILWAUKEE AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1213,12,27,24,6,1168282,1905911,2014,41.89735484562614,-87.65736596631113
9484450,HX137962,02/03/2014,04:30:00 PM,109XX S DOTY AVE W,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,513,5,9,50,6,1185434,1832762,2014,41.696240184028284,-87.5966721664342
9484321,HX137905,02/03/2014,04:25:00 PM,030XX W CERMAK RD,4387,OTHER OFFENSE,OTHER OFFENSE: VIOLATE ORDER OF PROTECTION,SIDEWALK,false,true,1022,10,24,30,26,1156399,1889266,2014,41.85192790550045,-87.70146078319328
9484403,HX137931,02/03/2014,04:15:00 PM,043XX S DREXEL BLVD,810,THEFT,THEFT: OVER $500,STREET,false,false,221,2,4,39,6,1182886,1876274,2014,41.81570103172314,-87.6046518813724
9484330,HX137925,02/03/2014,04:15:00 PM,060XX S FAIRFIELD AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,RESIDENCE-GARAGE,true,false,825,8,15,66,5,1159114,1864649,2014,41.784320570083295,-87.69217015435633
9484383,HX137850,02/03/2014,04:10:00 PM,064XX S CARPENTER ST,520,ASSAULT,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,true,724,7,16,68,04A,1170381,1862070,2014,41.777005511270715,-87.65093590923132
9484413,HX137918,02/03/2014,04:05:00 PM,118XX S MORGAN ST,143A,WEAPONS VIOLATION,WEAPONS VIOLATION: UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,524,5,34,53,15,1171830,1826325,2014,41.67888451624731,-87.64666925783662
9488166,HX141695,02/03/2014,04:01:00 PM,061XX N HOYNE AVE,4387,OTHER OFFENSE,OTHER OFFENSE: VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,2413,24,40,2,26,1161167,1940958,2014,41.993676677527596,-87.6825210196045
9484395,HX137944,02/03/2014,04:00:00 PM,014XX N PARKSIDE AVE,484,BATTERY,BATTERY: PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,2531,25,29,25,08B,1138363,1909125,2014,41.906768737064304,-87.76717776477408
9484447,HX137854,02/03/2014,04:00:00 PM,053XX S JUSTINE ST,033A,ROBBERY,ROBBERY: ATTEMPT: ARMED-HANDGUN,STREET,false,false,934,9,16,61,3,1166945,1869516,2014,41.797512375973454,-87.66331948785478
9488025,HX140226,02/03/2014,04:00:00 PM,063XX S DAMEN AVE,820,THEFT,THEFT: $500 AND UNDER,CTA BUS STOP,false,false,726,7,15,67,6,1164070,1862796,2014,41.779132846398696,-87.67405152427594
9485976,HX139436,02/03/2014,04:00:00 PM,014XX N WASHTENAW AVE,1750,OFFENSE INVOLVING CHILDREN,OFFENSE INVOLVING CHILDREN: CHILD ABUSE,APARTMENT,false,false,1423,14,26,24,20,1158113,1909396,2014,41.90713176387457,-87.69462008188717
9484471,HX138129,02/03/2014,04:00:00 PM,070XX S TALMAN AVE,620,BURGLARY,BURGLARY: UNLAWFUL ENTRY,APARTMENT,false,false,831,8,18,66,5,1159964,1857828,2014,41.765585339105094,-87.68924100259113
9486036,HX139550,02/03/2014,04:00:00 PM,025XX W AUGUSTA BLVD,930,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT: THEFT/RECOVERY: AUTOMOBILE,SIDEWALK,false,false,1211,12,1,24,7,1159470,1906611,2014,41.89946166234352,-87.6897119872931
9486147,HX138957,02/03/2014,04:00:00 PM,011XX W FULLERTON AVE,820,THEFT,THEFT: $500 AND UNDER,OTHER,false,false,1932,19,43,7,6,1168283,1916140,2014,41.92542380727932,-87.65706607224463
9485929,HX139385,02/03/2014,04:00:00 PM,016XX N ASHLAND AVE,870,THEFT,THEFT: POCKET-PICKING,CTA BUS,false,false,1433,14,1,24,6,1165392,1910792,2014,41.91081063812845,-87.6678414428157
9485603,HX138681,02/03/2014,04:00:00 PM,007XX N AVERS AVE,460,BATTERY,BATTERY: SIMPLE,ABANDONED BUILDING,false,false,1112,11,27,23,08B,1150632,1904619,2014,41.89417276974658,-87.72222617758942
9484289,HX137876,02/03/2014,04:00:00 PM,022XX W PALMER ST,1365,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO RESIDENCE,APARTMENT,false,false,1432,14,32,22,26,1160940,1914840,2014,41.922012263415056,-87.68408390153164
9484507,HX137924,02/03/2014,04:00:00 PM,014XX W 78TH ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,612,6,17,71,08B,1168159,1853066,2014,41.75234545340691,-87.65934034852759
9484336,HX137928,02/03/2014,03:59:00 PM,056XX S KEDZIE AVE,460,BATTERY,BATTERY: SIMPLE,SIDEWALK,true,false,822,8,14,63,08B,1155965,1867247,2014,41.791513712415856,-87.70364596020822
9484485,HX137864,02/03/2014,03:57:00 PM,111XX S INDIANA AVE,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,APARTMENT,false,false,531,5,9,49,5,1179507,1831300,2014,41.69236530838646,-87.61841741885199
9484286,HX137849,02/03/2014,03:55:00 PM,007XX W 31ST ST,860,THEFT,THEFT: RETAIL THEFT,DRUG STORE,true,false,915,9,11,60,6,1171691,1884288,2014,41.837945358568355,-87.64548160626524
9484316,HX137861,02/03/2014,03:55:00 PM,076XX S CICERO AVE,860,THEFT,THEFT: RETAIL THEFT,DEPARTMENT STORE,true,false,833,8,13,65,6,1145766,1853739,2014,41.7546443643499,-87.74138513251502
9485291,HX138757,02/03/2014,03:50:00 PM,040XX W NEWPORT AVE,051A,ASSAULT,ASSAULT: AGGRAVATED: HANDGUN,ALLEY,true,false,1731,17,30,16,04A,1148931,1922795,2014,41.94408249363871,-87.72800227392014
9484293,HX137887,02/03/2014,03:50:00 PM,009XX N ORLEANS ST,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,1823,18,27,8,08B,1173778,1906889,2014,41.89991793087573,-87.63715089485265
9485322,HX138743,02/03/2014,03:44:00 PM,021XX E 87TH ST,484,BATTERY,BATTERY: PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",true,false,412,4,8,45,08B,1191717,1847744,2014,41.73720256079324,-87.5731837610892
9484405,HX137843,02/03/2014,03:42:00 PM,036XX W GRAND AVE,460,BATTERY,BATTERY: SIMPLE,GAS STATION,false,false,1112,11,27,23,08B,1152105,1907552,2014,41.90219229222353,-87.7167388544595
9485211,HX137809,02/03/2014,03:40:00 PM,032XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,CTA BUS,false,false,1134,11,24,29,14,1155180,1894572,2014,41.86651268551985,-87.7057925204228
9484276,HX137794,02/03/2014,03:40:00 PM,109XX S DOTY AVE W,860,THEFT,THEFT: RETAIL THEFT,SMALL RETAIL STORE,true,false,513,5,9,50,6,1185434,1832762,2014,41.696240184028284,-87.5966721664342
9484430,HX137868,02/03/2014,03:38:00 PM,088XX S BURLEY AVE,1710,OFFENSE INVOLVING CHILDREN,OFFENSE INVOLVING CHILDREN: ENDANGERING LIFE/HEALTH CHILD,APARTMENT,false,false,424,4,7,46,26,1199163,1847038,2014,41.73508153295099,-87.54592806243599
9484306,HX137870,02/03/2014,03:37:00 PM,079XX S WOLCOTT AVE,460,BATTERY,BATTERY: SIMPLE,SIDEWALK,false,false,611,6,18,71,08B,1165024,1852215,2014,41.750077005503556,-87.67085281809396
9484275,HX137793,02/03/2014,03:30:00 PM,077XX S INGLESIDE AVE,460,BATTERY,BATTERY: SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,624,6,8,69,08B,1183865,1853723,2014,41.75379628469751,-87.60176459095888
9484496,HX138096,02/03/2014,03:30:00 PM,016XX S DRAKE AVE,1750,OFFENSE INVOLVING CHILDREN,OFFENSE INVOLVING CHILDREN: CHILD ABUSE,APARTMENT,false,true,1021,10,24,29,20,1152933,1891613,2014,41.85843763091138,-87.71411988410907
9484510,HX137789,02/03/2014,03:30:00 PM,054XX S KENWOOD AVE,430,BATTERY,BATTERY: AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,234,2,4,41,04B,1186048,1869264,2014,41.7963909237536,-87.59327465762398
9484942,HX138567,02/03/2014,03:30:00 PM,051XX S ELLIS AVE,430,BATTERY,BATTERY: AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,233,2,4,41,04B,1183784,1871350,2014,41.802168260150324,-87.6015116972783
9484511,HX138062,02/03/2014,03:30:00 PM,073XX S DAMEN AVE,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,VACANT LOT/LAND,false,false,735,7,17,67,5,1164253,1856071,2014,41.76067467777587,-87.67356975124811
9486316,HX139777,02/03/2014,03:30:00 PM,080XX S KOSTNER AVE,5007,OTHER OFFENSE,OTHER OFFENSE: OTHER WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",false,false,834,8,13,70,26,1148427,1851017,2014,41.74712406058525,-87.73170296496332
9484268,HX137778,02/03/2014,03:30:00 PM,062XX S STONY ISLAND AVE,1350,CRIMINAL TRESPASS,CRIMINAL TRESPASS: TO STATE SUP LAND,"SCHOOL, PUBLIC, GROUNDS",true,false,314,3,5,42,26,1187899,1864102,2014,41.78218207573204,-87.5866513932681
9484271,HX137830,02/03/2014,03:28:00 PM,031XX W WILSON AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1724,17,33,14,18,1154643,1930314,2014,41.96460251501048,-87.70680536886056
9484249,HX137792,02/03/2014,03:25:00 PM,007XX N RIDGEWAY AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),SIDEWALK,true,false,1112,11,27,23,18,1151205,1905012,2014,41.895239983152216,-87.72011139665284
9484327,HX137798,02/03/2014,03:25:00 PM,052XX W PALMER ST,484,BATTERY,BATTERY: PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,2515,25,37,19,08B,1141326,1914173,2014,41.9205668253981,-87.75616851266342
9487580,HX140949,02/03/2014,03:25:00 PM,012XX N MONTICELLO AVE,484,BATTERY,BATTERY: PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,2535,25,26,23,08B,1151767,1908135,2014,41.90379876010074,-87.7179650248063
9484245,HX137787,02/03/2014,03:25:00 PM,010XX N MONTICELLO AVE,1811,NARCOTICS,NARCOTICS: POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1112,11,27,23,18,1151902,1906490,2014,41.899282062514764,-87.71751251005374
9484423,HX137769,02/03/2014,03:25:00 PM,110XX S DR MARTIN LUTHER KING JR DR,840,THEFT,THEFT: FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,513,5,9,49,6,1180913,1831807,2014,41.69372444884587,-87.61325434930846
9484391,HX137987,02/03/2014,03:20:00 PM,063XX S WOLCOTT AVE,1130,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: FRAUD OR CONFIDENCE GAME,APARTMENT,false,false,726,7,15,67,11,1164819,1862402,2014,41.77803586807406,-87.67131672971462
9488107,HX141654,02/03/2014,03:17:00 PM,132XX S ST LAWRENCE AVE,560,ASSAULT,ASSAULT: SIMPLE,SIDEWALK,false,false,533,5,9,54,08A,1182631,1817392,2014,41.654128031676166,-87.6074090107544
9484270,HX137760,02/03/2014,03:15:00 PM,012XX W ROOSEVELT RD,560,ASSAULT,ASSAULT: SIMPLE,STREET,false,false,1231,12,2,28,08A,1168521,1894889,2014,41.867104502060855,-87.65680728193173
9486471,HX139937,02/03/2014,03:15:00 PM,0000X S HALSTED ST,860,THEFT,THEFT: RETAIL THEFT,GROCERY FOOD STORE,false,false,1232,12,27,28,6,1171024,1899834,2014,41.88061944093288,-87.6474734282125
9484473,HX138117,02/03/2014,03:14:00 PM,029XX E 83RD ST,1152,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE: ILLEGAL USE CASH CARD,GAS STATION,false,false,424,4,10,46,11,1197383,1850467,2014,41.74453547802279,-87.55233509204534
9484233,HX137805,02/03/2014,03:10:00 PM,066XX S INGLESIDE AVE,2820,OTHER OFFENSE,OTHER OFFENSE: TELEPHONE THREAT,APARTMENT,false,true,321,3,5,42,26,1183656,1861326,2014,41.774664533105025,-87.60229369953461
9484546,HX137759,02/03/2014,03:00:00 PM,087XX S STONY ISLAND AVE,460,BATTERY,BATTERY: SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,412,4,8,48,08B,1188285,1847230,2014,41.735874588592736,-87.58577376890351
9488820,HX142246,02/03/2014,03:00:00 PM,112XX S WALLACE ST,810,THEFT,THEFT: OVER $500,"SCHOOL, PUBLIC, BUILDING",false,false,2233,22,34,49,6,1174273,1830363,2014,41.68991164621003,-87.63760756610478
9484416,HX137750,02/03/2014,03:00:00 PM,081XX S PERRY AVE,1320,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO VEHICLE,STREET,false,false,622,6,21,44,14,1177063,1851053,2014,41.74662550016048,-87.62677172325036
9486837,HX140211,02/03/2014,03:00:00 PM,115XX S AVENUE L,610,BURGLARY,BURGLARY: FORCIBLE ENTRY,PARK PROPERTY,false,false,433,4,10,52,5,1201873,1828832,2014,41.68505432419726,-87.53661712520474
9484361,HX137983,02/03/2014,03:00:00 PM,134XX S EVANS AVE,430,BATTERY,BATTERY: AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,533,5,9,54,04B,1183690,1816532,2014,41.65174352347696,-87.6035608128429
9484258,HX137829,02/03/2014,03:00:00 PM,008XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,CRIMINAL DAMAGE: TO PROPERTY,VACANT LOT/LAND,false,false,1213,12,27,24,14,1168634,1905717,2014,41.896814879254535,-87.65607874799197
9484263,HX137779,02/03/2014,03:00:00 PM,056XX S PRINCETON AVE,890,THEFT,THEFT: FROM BUILDING,VACANT LOT/LAND,false,false,711,7,3,68,6,1175292,1867432,2014,41.79161105994651,-87.63277221972346
9484272,HX137762,02/03/2014,03:00:00 PM,087XX S COMMERCIAL AVE,486,BATTERY,BATTERY: DOMESTIC BATTERY SIMPLE,STREET,true,true,423,4,10,46,08B,1197615,1847794,2014,41.73719478002833,-87.55157400696488
9484273,HX137845,02/03/2014,03:00:00 PM,050XX S MICHIGAN AVE,2024,NARCOTICS,NARCOTICS: POSS: HEROIN(WHITE),SIDEWALK,true,false,224,2,3,38,18,1178045,1871838,2014,41.8036395334039,-87.62254397758683
9484346,HX138005,02/03/2014,03:00:00 PM,020XX N CLYBOURN AVE,820,THEFT,THEFT: $500 AND UNDER,STREET,false,false,1811,18,43,7,6,1167771,1913280,2014,41.917586873621275,-87.65903003051865
